"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"2015Q3","Switzerland","Males","From 15 to 64 years","Total","Percentage","83.3",""
"2015Q3","Switzerland","Females","From 15 to 64 years","Total","Percentage","74.1",""
"2015Q3","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 64 years","Total","Percentage","48.1",""
"2015Q3","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 64 years","Total","Percentage","57.6",""
"2015Q3","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 64 years","Total","Percentage","38.3",""
"2015Q3","Turkey","Total","From 15 to 64 years","Total","Percentage","51.1",""
"2015Q3","Turkey","Males","From 15 to 64 years","Total","Percentage","71.3",""
"2015Q3","Turkey","Females","From 15 to 64 years","Total","Percentage","30.9",""
"2015Q4","European Union (28 countries)","Total","From 15 to 64 years","Total","Percentage","66.0",""
"2015Q4","European Union (28 countries)","Males","From 15 to 64 years","Total","Percentage","71.4",""
"2015Q4","European Union (28 countries)","Females","From 15 to 64 years","Total","Percentage","60.7",""
"2015Q4","European Union (27 countries)","Total","From 15 to 64 years","Total","Percentage","66.1",""
"2015Q4","European Union (27 countries)","Males","From 15 to 64 years","Total","Percentage","71.4",""
"2015Q4","European Union (27 countries)","Females","From 15 to 64 years","Total","Percentage","60.8",""
"2015Q4","European Union (15 countries)","Total","From 15 to 64 years","Total","Percentage","66.5",""
"2015Q4","European Union (15 countries)","Males","From 15 to 64 years","Total","Percentage","71.6",""
"2015Q4","European Union (15 countries)","Females","From 15 to 64 years","Total","Percentage","61.5",""
"2015Q4","Euro area (19 countries)","Total","From 15 to 64 years","Total","Percentage","64.8",""
"2015Q4","Euro area (19 countries)","Males","From 15 to 64 years","Total","Percentage","70.0",""
"2015Q4","Euro area (19 countries)","Females","From 15 to 64 years","Total","Percentage","59.7",""
"2015Q4","Euro area (18 countries)","Total","From 15 to 64 years","Total","Percentage","64.8",""
"2015Q4","Euro area (18 countries)","Males","From 15 to 64 years","Total","Percentage","70.0",""
"2015Q4","Euro area (18 countries)","Females","From 15 to 64 years","Total","Percentage","59.6",""
"2015Q4","Euro area (17 countries)","Total","From 15 to 64 years","Total","Percentage","64.8",""
"2015Q4","Euro area (17 countries)","Males","From 15 to 64 years","Total","Percentage","70.0",""
"2015Q4","Euro area (17 countries)","Females","From 15 to 64 years","Total","Percentage","59.6",""
"2015Q4","Belgium","Total","From 15 to 64 years","Total","Percentage","61.8",""
"2015Q4","Belgium","Males","From 15 to 64 years","Total","Percentage","65.2",""
"2015Q4","Belgium","Females","From 15 to 64 years","Total","Percentage","58.3",""
"2015Q4","Bulgaria","Total","From 15 to 64 years","Total","Percentage","63.7",""
"2015Q4","Bulgaria","Males","From 15 to 64 years","Total","Percentage","67.0",""
"2015Q4","Bulgaria","Females","From 15 to 64 years","Total","Percentage","60.4",""
"2015Q4","Czech Republic","Total","From 15 to 64 years","Total","Percentage","70.8",""
"2015Q4","Czech Republic","Males","From 15 to 64 years","Total","Percentage","78.6",""
"2015Q4","Czech Republic","Females","From 15 to 64 years","Total","Percentage","62.9",""
"2015Q4","Denmark","Total","From 15 to 64 years","Total","Percentage","73.8",""
"2015Q4","Denmark","Males","From 15 to 64 years","Total","Percentage","77.1",""
"2015Q4","Denmark","Females","From 15 to 64 years","Total","Percentage","70.5",""
"2015Q4","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","74.4",""
"2015Q4","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","78.7",""
"2015Q4","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","70.1",""
"2015Q4","Estonia","Total","From 15 to 64 years","Total","Percentage","71.9",""
"2015Q4","Estonia","Males","From 15 to 64 years","Total","Percentage","75.0",""
"2015Q4","Estonia","Females","From 15 to 64 years","Total","Percentage","68.8",""
"2015Q4","Ireland","Total","From 15 to 64 years","Total","Percentage","63.9",""
"2015Q4","Ireland","Males","From 15 to 64 years","Total","Percentage","69.0",""
"2015Q4","Ireland","Females","From 15 to 64 years","Total","Percentage","59.0",""
"2015Q4","Greece","Total","From 15 to 64 years","Total","Percentage","51.3",""
"2015Q4","Greece","Males","From 15 to 64 years","Total","Percentage","59.9",""
"2015Q4","Greece","Females","From 15 to 64 years","Total","Percentage","42.9",""
"2015Q4","Spain","Total","From 15 to 64 years","Total","Percentage","58.6",""
"2015Q4","Spain","Males","From 15 to 64 years","Total","Percentage","63.7",""
"2015Q4","Spain","Females","From 15 to 64 years","Total","Percentage","53.5",""
"2015Q4","France","Total","From 15 to 64 years","Total","Percentage","63.8",""
"2015Q4","France","Males","From 15 to 64 years","Total","Percentage","67.1",""
"2015Q4","France","Females","From 15 to 64 years","Total","Percentage","60.6",""
"2015Q4","Croatia","Total","From 15 to 64 years","Total","Percentage","55.8",""
"2015Q4","Croatia","Males","From 15 to 64 years","Total","Percentage","60.7",""
"2015Q4","Croatia","Females","From 15 to 64 years","Total","Percentage","51.0",""
"2015Q4","Italy","Total","From 15 to 64 years","Total","Percentage","56.6",""
"2015Q4","Italy","Males","From 15 to 64 years","Total","Percentage","65.9",""
"2015Q4","Italy","Females","From 15 to 64 years","Total","Percentage","47.5",""
"2015Q4","Cyprus","Total","From 15 to 64 years","Total","Percentage","63.1",""
"2015Q4","Cyprus","Males","From 15 to 64 years","Total","Percentage","67.0",""
"2015Q4","Cyprus","Females","From 15 to 64 years","Total","Percentage","59.6",""
"2015Q4","Latvia","Total","From 15 to 64 years","Total","Percentage","68.7",""
"2015Q4","Latvia","Males","From 15 to 64 years","Total","Percentage","70.6",""
"2015Q4","Latvia","Females","From 15 to 64 years","Total","Percentage","67.0",""
"2015Q4","Lithuania","Total","From 15 to 64 years","Total","Percentage","68.0",""
"2015Q4","Lithuania","Males","From 15 to 64 years","Total","Percentage","68.9",""
"2015Q4","Lithuania","Females","From 15 to 64 years","Total","Percentage","67.1",""
"2015Q4","Luxembourg","Total","From 15 to 64 years","Total","Percentage","65.8",""
"2015Q4","Luxembourg","Males","From 15 to 64 years","Total","Percentage","70.5",""
"2015Q4","Luxembourg","Females","From 15 to 64 years","Total","Percentage","60.9",""
"2015Q4","Hungary","Total","From 15 to 64 years","Total","Percentage","64.8",""
"2015Q4","Hungary","Males","From 15 to 64 years","Total","Percentage","71.4",""
"2015Q4","Hungary","Females","From 15 to 64 years","Total","Percentage","58.4",""
"2015Q4","Malta","Total","From 15 to 64 years","Total","Percentage","63.9",""
"2015Q4","Malta","Males","From 15 to 64 years","Total","Percentage","76.6",""
"2015Q4","Malta","Females","From 15 to 64 years","Total","Percentage","50.7",""
"2015Q4","Netherlands","Total","From 15 to 64 years","Total","Percentage","74.3",""
"2015Q4","Netherlands","Males","From 15 to 64 years","Total","Percentage","79.2",""
"2015Q4","Netherlands","Females","From 15 to 64 years","Total","Percentage","69.3",""
"2015Q4","Austria","Total","From 15 to 64 years","Total","Percentage","71.3",""
"2015Q4","Austria","Males","From 15 to 64 years","Total","Percentage","75.3",""
"2015Q4","Austria","Females","From 15 to 64 years","Total","Percentage","67.3",""
"2015Q4","Poland","Total","From 15 to 64 years","Total","Percentage","63.7",""
"2015Q4","Poland","Males","From 15 to 64 years","Total","Percentage","70.1",""
"2015Q4","Poland","Females","From 15 to 64 years","Total","Percentage","57.2",""
"2015Q4","Portugal","Total","From 15 to 64 years","Total","Percentage","64.3",""
"2015Q4","Portugal","Males","From 15 to 64 years","Total","Percentage","67.5",""
"2015Q4","Portugal","Females","From 15 to 64 years","Total","Percentage","61.3",""
"2015Q4","Romania","Total","From 15 to 64 years","Total","Percentage","61.4",""
"2015Q4","Romania","Males","From 15 to 64 years","Total","Percentage","69.7",""
"2015Q4","Romania","Females","From 15 to 64 years","Total","Percentage","52.9",""
"2015Q4","Slovenia","Total","From 15 to 64 years","Total","Percentage","65.2",""
"2015Q4","Slovenia","Males","From 15 to 64 years","Total","Percentage","68.9",""
"2015Q4","Slovenia","Females","From 15 to 64 years","Total","Percentage","61.3",""
"2015Q4","Slovakia","Total","From 15 to 64 years","Total","Percentage","63.5",""
"2015Q4","Slovakia","Males","From 15 to 64 years","Total","Percentage","70.1",""
"2015Q4","Slovakia","Females","From 15 to 64 years","Total","Percentage","56.7",""
"2015Q4","Finland","Total","From 15 to 64 years","Total","Percentage","67.8",""
"2015Q4","Finland","Males","From 15 to 64 years","Total","Percentage","68.5",""
"2015Q4","Finland","Females","From 15 to 64 years","Total","Percentage","67.0",""
"2015Q4","Sweden","Total","From 15 to 64 years","Total","Percentage","75.6",""
"2015Q4","Sweden","Males","From 15 to 64 years","Total","Percentage","77.1",""
"2015Q4","Sweden","Females","From 15 to 64 years","Total","Percentage","74.0",""
"2015Q4","United Kingdom","Total","From 15 to 64 years","Total","Percentage","73.3",""
"2015Q4","United Kingdom","Males","From 15 to 64 years","Total","Percentage","78.4",""
"2015Q4","United Kingdom","Females","From 15 to 64 years","Total","Percentage","68.3",""
"2015Q4","Iceland","Total","From 15 to 64 years","Total","Percentage","84.3",""
"2015Q4","Iceland","Males","From 15 to 64 years","Total","Percentage","85.2",""
"2015Q4","Iceland","Females","From 15 to 64 years","Total","Percentage","83.3",""
"2015Q4","Norway","Total","From 15 to 64 years","Total","Percentage","74.4",""
"2015Q4","Norway","Males","From 15 to 64 years","Total","Percentage","76.2",""
"2015Q4","Norway","Females","From 15 to 64 years","Total","Percentage","72.4",""
"2015Q4","Switzerland","Total","From 15 to 64 years","Total","Percentage","79.7",""
"2015Q4","Switzerland","Males","From 15 to 64 years","Total","Percentage","84.1",""
"2015Q4","Switzerland","Females","From 15 to 64 years","Total","Percentage","75.2",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 64 years","Total","Percentage","48.3",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 64 years","Total","Percentage","57.4",""
"2015Q4","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 64 years","Total","Percentage","38.9",""
"2015Q4","Turkey","Total","From 15 to 64 years","Total","Percentage","50.0",""
"2015Q4","Turkey","Males","From 15 to 64 years","Total","Percentage","69.5",""
"2015Q4","Turkey","Females","From 15 to 64 years","Total","Percentage","30.5",""
"2016Q1","European Union (28 countries)","Total","From 15 to 64 years","Total","Percentage","65.7",""
"2016Q1","European Union (28 countries)","Males","From 15 to 64 years","Total","Percentage","70.9",""
"2016Q1","European Union (28 countries)","Females","From 15 to 64 years","Total","Percentage","60.6",""
"2016Q1","European Union (27 countries)","Total","From 15 to 64 years","Total","Percentage","65.8",""
"2016Q1","European Union (27 countries)","Males","From 15 to 64 years","Total","Percentage","71.0",""
"2016Q1","European Union (27 countries)","Females","From 15 to 64 years","Total","Percentage","60.7",""
"2016Q1","European Union (15 countries)","Total","From 15 to 64 years","Total","Percentage","66.3",""
"2016Q1","European Union (15 countries)","Males","From 15 to 64 years","Total","Percentage","71.2",""
"2016Q1","European Union (15 countries)","Females","From 15 to 64 years","Total","Percentage","61.4",""
"2016Q1","Euro area (19 countries)","Total","From 15 to 64 years","Total","Percentage","64.6",""
"2016Q1","Euro area (19 countries)","Males","From 15 to 64 years","Total","Percentage","69.6",""
"2016Q1","Euro area (19 countries)","Females","From 15 to 64 years","Total","Percentage","59.6",""
"2016Q1","Euro area (18 countries)","Total","From 15 to 64 years","Total","Percentage","64.6",""
"2016Q1","Euro area (18 countries)","Males","From 15 to 64 years","Total","Percentage","69.6",""
"2016Q1","Euro area (18 countries)","Females","From 15 to 64 years","Total","Percentage","59.6",""
"2016Q1","Euro area (17 countries)","Total","From 15 to 64 years","Total","Percentage","64.5",""
"2016Q1","Euro area (17 countries)","Males","From 15 to 64 years","Total","Percentage","69.6",""
"2016Q1","Euro area (17 countries)","Females","From 15 to 64 years","Total","Percentage","59.5",""
"2016Q1","Belgium","Total","From 15 to 64 years","Total","Percentage","61.6",""
"2016Q1","Belgium","Males","From 15 to 64 years","Total","Percentage","65.4",""
"2016Q1","Belgium","Females","From 15 to 64 years","Total","Percentage","57.7",""
"2016Q1","Bulgaria","Total","From 15 to 64 years","Total","Percentage","62.3",""
"2016Q1","Bulgaria","Males","From 15 to 64 years","Total","Percentage","65.7",""
"2016Q1","Bulgaria","Females","From 15 to 64 years","Total","Percentage","59.0",""
"2016Q1","Czech Republic","Total","From 15 to 64 years","Total","Percentage","71.0",""
"2016Q1","Czech Republic","Males","From 15 to 64 years","Total","Percentage","78.5",""
"2016Q1","Czech Republic","Females","From 15 to 64 years","Total","Percentage","63.3",""
"2016Q1","Denmark","Total","From 15 to 64 years","Total","Percentage","74.4","b"
"2016Q1","Denmark","Males","From 15 to 64 years","Total","Percentage","76.9","b"
"2016Q1","Denmark","Females","From 15 to 64 years","Total","Percentage","71.9","b"
"2016Q1","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","74.0",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","77.8",""
"2016Q1","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","70.2",""
"2016Q1","Estonia","Total","From 15 to 64 years","Total","Percentage","70.3",""
"2016Q1","Estonia","Males","From 15 to 64 years","Total","Percentage","73.2",""
"2016Q1","Estonia","Females","From 15 to 64 years","Total","Percentage","67.6",""
"2016Q1","Ireland","Total","From 15 to 64 years","Total","Percentage","63.6",""
"2016Q1","Ireland","Males","From 15 to 64 years","Total","Percentage","68.7",""
"2016Q1","Ireland","Females","From 15 to 64 years","Total","Percentage","58.6",""
"2016Q1","Greece","Total","From 15 to 64 years","Total","Percentage","50.9",""
"2016Q1","Greece","Males","From 15 to 64 years","Total","Percentage","59.8",""
"2016Q1","Greece","Females","From 15 to 64 years","Total","Percentage","42.3",""
"2016Q1","Spain","Total","From 15 to 64 years","Total","Percentage","58.5",""
"2016Q1","Spain","Males","From 15 to 64 years","Total","Percentage","63.7",""
"2016Q1","Spain","Females","From 15 to 64 years","Total","Percentage","53.3",""
"2016Q1","France","Total","From 15 to 64 years","Total","Percentage","63.7",""
"2016Q1","France","Males","From 15 to 64 years","Total","Percentage","66.8",""
"2016Q1","France","Females","From 15 to 64 years","Total","Percentage","60.7",""
"2016Q1","Croatia","Total","From 15 to 64 years","Total","Percentage","55.0",""
"2016Q1","Croatia","Males","From 15 to 64 years","Total","Percentage","58.5",""
"2016Q1","Croatia","Females","From 15 to 64 years","Total","Percentage","51.4",""
"2016Q1","Italy","Total","From 15 to 64 years","Total","Percentage","56.3",""
"2016Q1","Italy","Males","From 15 to 64 years","Total","Percentage","65.3",""
"2016Q1","Italy","Females","From 15 to 64 years","Total","Percentage","47.3",""
"2016Q1","Cyprus","Total","From 15 to 64 years","Total","Percentage","61.6",""
"2016Q1","Cyprus","Males","From 15 to 64 years","Total","Percentage","65.9",""
"2016Q1","Cyprus","Females","From 15 to 64 years","Total","Percentage","57.6",""
"2016Q1","Latvia","Total","From 15 to 64 years","Total","Percentage","68.2",""
"2016Q1","Latvia","Males","From 15 to 64 years","Total","Percentage","69.7",""
"2016Q1","Latvia","Females","From 15 to 64 years","Total","Percentage","66.8",""
"2016Q1","Lithuania","Total","From 15 to 64 years","Total","Percentage","68.3",""
"2016Q1","Lithuania","Males","From 15 to 64 years","Total","Percentage","68.6",""
"2016Q1","Lithuania","Females","From 15 to 64 years","Total","Percentage","68.0",""
"2016Q1","Luxembourg","Total","From 15 to 64 years","Total","Percentage","65.4",""
"2016Q1","Luxembourg","Males","From 15 to 64 years","Total","Percentage","70.7",""
"2016Q1","Luxembourg","Females","From 15 to 64 years","Total","Percentage","59.9",""
"2016Q1","Hungary","Total","From 15 to 64 years","Total","Percentage","65.1",""
"2016Q1","Hungary","Males","From 15 to 64 years","Total","Percentage","71.5",""
"2016Q1","Hungary","Females","From 15 to 64 years","Total","Percentage","58.8",""
"2016Q1","Malta","Total","From 15 to 64 years","Total","Percentage","64.3",""
"2016Q1","Malta","Males","From 15 to 64 years","Total","Percentage","76.9",""
"2016Q1","Malta","Females","From 15 to 64 years","Total","Percentage","51.2",""
"2016Q1","Netherlands","Total","From 15 to 64 years","Total","Percentage","74.0",""
"2016Q1","Netherlands","Males","From 15 to 64 years","Total","Percentage","79.0",""
"2016Q1","Netherlands","Females","From 15 to 64 years","Total","Percentage","69.0",""
"2016Q1","Austria","Total","From 15 to 64 years","Total","Percentage","70.4",""
"2016Q1","Austria","Males","From 15 to 64 years","Total","Percentage","73.8",""
"2016Q1","Austria","Females","From 15 to 64 years","Total","Percentage","67.1",""
"2016Q1","Poland","Total","From 15 to 64 years","Total","Percentage","63.7",""
"2016Q1","Poland","Males","From 15 to 64 years","Total","Percentage","69.9",""
"2016Q1","Poland","Females","From 15 to 64 years","Total","Percentage","57.4",""
"2016Q1","Portugal","Total","From 15 to 64 years","Total","Percentage","64.0",""
"2016Q1","Portugal","Males","From 15 to 64 years","Total","Percentage","66.6",""
"2016Q1","Portugal","Females","From 15 to 64 years","Total","Percentage","61.5",""
"2016Q1","Romania","Total","From 15 to 64 years","Total","Percentage","59.8",""
"2016Q1","Romania","Males","From 15 to 64 years","Total","Percentage","67.2",""
"2016Q1","Romania","Females","From 15 to 64 years","Total","Percentage","52.2",""
"2016Q1","Slovenia","Total","From 15 to 64 years","Total","Percentage","64.2",""
"2016Q1","Slovenia","Males","From 15 to 64 years","Total","Percentage","67.1",""
"2016Q1","Slovenia","Females","From 15 to 64 years","Total","Percentage","61.1",""
"2016Q1","Slovakia","Total","From 15 to 64 years","Total","Percentage","64.1",""
"2016Q1","Slovakia","Males","From 15 to 64 years","Total","Percentage","70.5",""
"2016Q1","Slovakia","Females","From 15 to 64 years","Total","Percentage","57.7",""
"2016Q1","Finland","Total","From 15 to 64 years","Total","Percentage","67.5",""
"2016Q1","Finland","Males","From 15 to 64 years","Total","Percentage","68.4",""
"2016Q1","Finland","Females","From 15 to 64 years","Total","Percentage","66.7",""
"2016Q1","Sweden","Total","From 15 to 64 years","Total","Percentage","74.9",""
"2016Q1","Sweden","Males","From 15 to 64 years","Total","Percentage","76.1",""
"2016Q1","Sweden","Females","From 15 to 64 years","Total","Percentage","73.7",""
"2016Q1","United Kingdom","Total","From 15 to 64 years","Total","Percentage","73.1",""
"2016Q1","United Kingdom","Males","From 15 to 64 years","Total","Percentage","78.0",""
"2016Q1","United Kingdom","Females","From 15 to 64 years","Total","Percentage","68.2",""
"2016Q1","Iceland","Total","From 15 to 64 years","Total","Percentage","84.6",""
"2016Q1","Iceland","Males","From 15 to 64 years","Total","Percentage","87.0",""
"2016Q1","Iceland","Females","From 15 to 64 years","Total","Percentage","82.2",""
"2016Q1","Norway","Total","From 15 to 64 years","Total","Percentage","74.2",""
"2016Q1","Norway","Males","From 15 to 64 years","Total","Percentage","75.6",""
"2016Q1","Norway","Females","From 15 to 64 years","Total","Percentage","72.8",""
"2016Q1","Switzerland","Total","From 15 to 64 years","Total","Percentage","79.4",""
"2016Q1","Switzerland","Males","From 15 to 64 years","Total","Percentage","83.0",""
"2016Q1","Switzerland","Females","From 15 to 64 years","Total","Percentage","75.9",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 64 years","Total","Percentage","48.4",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 64 years","Total","Percentage","57.2",""
"2016Q1","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 64 years","Total","Percentage","39.4",""
"2016Q1","Turkey","Total","From 15 to 64 years","Total","Percentage","49.4",""
"2016Q1","Turkey","Males","From 15 to 64 years","Total","Percentage","68.6",""
"2016Q1","Turkey","Females","From 15 to 64 years","Total","Percentage","30.2",""
"2016Q2","European Union (28 countries)","Total","From 15 to 64 years","Total","Percentage","66.6",""
"2016Q2","European Union (28 countries)","Males","From 15 to 64 years","Total","Percentage","71.8",""
"2016Q2","European Union (28 countries)","Females","From 15 to 64 years","Total","Percentage","61.3",""
"2016Q2","European Union (27 countries)","Total","From 15 to 64 years","Total","Percentage","66.6",""
"2016Q2","European Union (27 countries)","Males","From 15 to 64 years","Total","Percentage","71.9",""
"2016Q2","European Union (27 countries)","Females","From 15 to 64 years","Total","Percentage","61.4",""
"2016Q2","European Union (15 countries)","Total","From 15 to 64 years","Total","Percentage","67.0",""
"2016Q2","European Union (15 countries)","Males","From 15 to 64 years","Total","Percentage","72.0",""
"2016Q2","European Union (15 countries)","Females","From 15 to 64 years","Total","Percentage","62.0",""
"2016Q2","Euro area (19 countries)","Total","From 15 to 64 years","Total","Percentage","65.4",""
"2016Q2","Euro area (19 countries)","Males","From 15 to 64 years","Total","Percentage","70.5",""
"2016Q2","Euro area (19 countries)","Females","From 15 to 64 years","Total","Percentage","60.3",""
"2016Q2","Euro area (18 countries)","Total","From 15 to 64 years","Total","Percentage","65.3",""
"2016Q2","Euro area (18 countries)","Males","From 15 to 64 years","Total","Percentage","70.5",""
"2016Q2","Euro area (18 countries)","Females","From 15 to 64 years","Total","Percentage","60.2",""
"2016Q2","Euro area (17 countries)","Total","From 15 to 64 years","Total","Percentage","65.3",""
"2016Q2","Euro area (17 countries)","Males","From 15 to 64 years","Total","Percentage","70.5",""
"2016Q2","Euro area (17 countries)","Females","From 15 to 64 years","Total","Percentage","60.1",""
"2016Q2","Belgium","Total","From 15 to 64 years","Total","Percentage","62.0",""
"2016Q2","Belgium","Males","From 15 to 64 years","Total","Percentage","66.6",""
"2016Q2","Belgium","Females","From 15 to 64 years","Total","Percentage","57.3",""
"2016Q2","Bulgaria","Total","From 15 to 64 years","Total","Percentage","63.7",""
"2016Q2","Bulgaria","Males","From 15 to 64 years","Total","Percentage","66.7",""
"2016Q2","Bulgaria","Females","From 15 to 64 years","Total","Percentage","60.7",""
"2016Q2","Czech Republic","Total","From 15 to 64 years","Total","Percentage","71.7",""
"2016Q2","Czech Republic","Males","From 15 to 64 years","Total","Percentage","79.0",""
"2016Q2","Czech Republic","Females","From 15 to 64 years","Total","Percentage","64.2",""
"2016Q2","Denmark","Total","From 15 to 64 years","Total","Percentage","75.3",""
"2016Q2","Denmark","Males","From 15 to 64 years","Total","Percentage","77.9",""
"2016Q2","Denmark","Females","From 15 to 64 years","Total","Percentage","72.7",""
"2016Q2","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","74.2",""
"2016Q2","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","78.0",""
"2016Q2","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","70.2",""
"2016Q2","Estonia","Total","From 15 to 64 years","Total","Percentage","73.3",""
"2016Q2","Estonia","Males","From 15 to 64 years","Total","Percentage","76.6",""
"2016Q2","Estonia","Females","From 15 to 64 years","Total","Percentage","70.1",""
"2016Q2","Ireland","Total","From 15 to 64 years","Total","Percentage","64.7",""
"2016Q2","Ireland","Males","From 15 to 64 years","Total","Percentage","69.9",""
"2016Q2","Ireland","Females","From 15 to 64 years","Total","Percentage","59.5",""
"2016Q2","Greece","Total","From 15 to 64 years","Total","Percentage","52.4",""
"2016Q2","Greece","Males","From 15 to 64 years","Total","Percentage","61.3",""
"2016Q2","Greece","Females","From 15 to 64 years","Total","Percentage","43.7",""
"2016Q2","Spain","Total","From 15 to 64 years","Total","Percentage","59.4",""
"2016Q2","Spain","Males","From 15 to 64 years","Total","Percentage","64.6",""
"2016Q2","Spain","Females","From 15 to 64 years","Total","Percentage","54.2",""
"2016Q2","France","Total","From 15 to 64 years","Total","Percentage","64.4",""
"2016Q2","France","Males","From 15 to 64 years","Total","Percentage","67.7",""
"2016Q2","France","Females","From 15 to 64 years","Total","Percentage","61.2",""
"2016Q2","Croatia","Total","From 15 to 64 years","Total","Percentage","57.4",""
"2016Q2","Croatia","Males","From 15 to 64 years","Total","Percentage","61.5",""
"2016Q2","Croatia","Females","From 15 to 64 years","Total","Percentage","53.3",""
"2016Q2","Italy","Total","From 15 to 64 years","Total","Percentage","57.7",""
"2016Q2","Italy","Males","From 15 to 64 years","Total","Percentage","66.9",""
"2016Q2","Italy","Females","From 15 to 64 years","Total","Percentage","48.5",""
"2016Q2","Cyprus","Total","From 15 to 64 years","Total","Percentage","64.5",""
"2016Q2","Cyprus","Males","From 15 to 64 years","Total","Percentage","69.3",""
"2016Q2","Cyprus","Females","From 15 to 64 years","Total","Percentage","60.1",""
"2016Q2","Latvia","Total","From 15 to 64 years","Total","Percentage","69.0",""
"2016Q2","Latvia","Males","From 15 to 64 years","Total","Percentage","70.4",""
"2016Q2","Latvia","Females","From 15 to 64 years","Total","Percentage","67.7",""
"2016Q2","Lithuania","Total","From 15 to 64 years","Total","Percentage","69.5",""
"2016Q2","Lithuania","Males","From 15 to 64 years","Total","Percentage","70.1",""
"2016Q2","Lithuania","Females","From 15 to 64 years","Total","Percentage","68.9",""
"2016Q2","Luxembourg","Total","From 15 to 64 years","Total","Percentage","65.2",""
"2016Q2","Luxembourg","Males","From 15 to 64 years","Total","Percentage","70.8",""
"2016Q2","Luxembourg","Females","From 15 to 64 years","Total","Percentage","59.4",""
"2016Q2","Hungary","Total","From 15 to 64 years","Total","Percentage","66.4",""
"2016Q2","Hungary","Males","From 15 to 64 years","Total","Percentage","72.9",""
"2016Q2","Hungary","Females","From 15 to 64 years","Total","Percentage","60.1",""
"2016Q2","Malta","Total","From 15 to 64 years","Total","Percentage","66.0",""
"2016Q2","Malta","Males","From 15 to 64 years","Total","Percentage","78.5",""
"2016Q2","Malta","Females","From 15 to 64 years","Total","Percentage","52.9",""
"2016Q2","Netherlands","Total","From 15 to 64 years","Total","Percentage","74.8",""
"2016Q2","Netherlands","Males","From 15 to 64 years","Total","Percentage","79.5",""
"2016Q2","Netherlands","Females","From 15 to 64 years","Total","Percentage","70.1",""
"2016Q2","Austria","Total","From 15 to 64 years","Total","Percentage","71.4",""
"2016Q2","Austria","Males","From 15 to 64 years","Total","Percentage","75.3",""
"2016Q2","Austria","Females","From 15 to 64 years","Total","Percentage","67.4",""
"2016Q2","Poland","Total","From 15 to 64 years","Total","Percentage","64.3",""
"2016Q2","Poland","Males","From 15 to 64 years","Total","Percentage","70.6",""
"2016Q2","Poland","Females","From 15 to 64 years","Total","Percentage","58.1",""
"2016Q2","Portugal","Total","From 15 to 64 years","Total","Percentage","65.1",""
"2016Q2","Portugal","Males","From 15 to 64 years","Total","Percentage","68.3",""
"2016Q2","Portugal","Females","From 15 to 64 years","Total","Percentage","62.2",""
"2016Q2","Romania","Total","From 15 to 64 years","Total","Percentage","61.8",""
"2016Q2","Romania","Males","From 15 to 64 years","Total","Percentage","70.0",""
"2016Q2","Romania","Females","From 15 to 64 years","Total","Percentage","53.4",""
"2016Q2","Slovenia","Total","From 15 to 64 years","Total","Percentage","66.2",""
"2016Q2","Slovenia","Males","From 15 to 64 years","Total","Percentage","69.1",""
"2016Q2","Slovenia","Females","From 15 to 64 years","Total","Percentage","63.1",""
"2016Q2","Slovakia","Total","From 15 to 64 years","Total","Percentage","64.9",""
"2016Q2","Slovakia","Males","From 15 to 64 years","Total","Percentage","71.6",""
"2016Q2","Slovakia","Females","From 15 to 64 years","Total","Percentage","58.1",""
"2016Q2","Finland","Total","From 15 to 64 years","Total","Percentage","69.9",""
"2016Q2","Finland","Males","From 15 to 64 years","Total","Percentage","71.7",""
"2016Q2","Finland","Females","From 15 to 64 years","Total","Percentage","68.0",""
"2016Q2","Sweden","Total","From 15 to 64 years","Total","Percentage","76.7",""
"2016Q2","Sweden","Males","From 15 to 64 years","Total","Percentage","77.9",""
"2016Q2","Sweden","Females","From 15 to 64 years","Total","Percentage","75.3",""
"2016Q2","United Kingdom","Total","From 15 to 64 years","Total","Percentage","73.4",""
"2016Q2","United Kingdom","Males","From 15 to 64 years","Total","Percentage","78.2",""
